Rodada,Data,Horário,Dia,Mandante,Visitante,Vencedor,Arena,Mandante Placar,Visitante Placar,Estado Mandante,Estado Visitante,Estado Vencedor
19,2011-08-28,16h00,Domingo,Ceará,Bahia,Ceará,Presidente Vargas,3,0,CE,BA,CE
19,2011-08-28,18h00,Domingo,Atlético-MG,Cruzeiro,Cruzeiro,Arena do Jacaré,1,2,MG,MG,MG
19,2011-08-28,16h00,Domingo,Grêmio,Internacional,Grêmio,Olímpico Monumental,2,1,RS,RS,RS
19,2011-08-28,16h00,Domingo,Palmeiras,Corinthians,Palmeiras,Prudentão,2,1,SP,SP,SP
20,2011-08-31,21h50,Quarta-feira,Internacional,Santos,-,Beira Rio,3,3,RS,SP,-
20,2011-08-31,20h30,Quarta-feira,Atlético-GO,Coritiba,Atlético-GO,Serra Dourada,3,1,GO,PR,GO
20,2011-08-31,20h30,Quarta-feira,Athlético-PR,Atlético-MG,Atlético-MG,Arena da Baixada,0,1,PR,MG,MG
20,2011-08-31,21h50,Quarta-feira,Avaí,Flamengo,Avaí,Ressacada,3,2,SC,RJ,SC
20,2011-08-31,21h50,Quarta-feira,Botafogo-RJ,Palmeiras,Botafogo-RJ,Engenhão,3,1,RJ,SP,RJ
20,2011-08-31,18h00,Quarta-feira,Corinthians,Grêmio,Corinthians,Pacaembu,3,2,SP,RS,SP
20,2011-08-31,20h30,Quarta-feira,Cruzeiro,Figueirense,Figueirense,Ipatingão,2,4,MG,SC,SC
20,2011-08-31,21h50,Quarta-feira,São Paulo,Fluminense,Fluminense,Morumbi,1,2,SP,RJ,RJ
20,2011-08-31,18h00,Quarta-feira,Vasco,Ceará,Vasco,São Januário,3,1,RJ,CE,RJ
20,2011-09-01,20h30,Quinta-feira,Bahia,América-MG,-,Pituaçu,0,0,BH,MG,-
21,2011-09-03,18h00,Sábado,Atlético-MG,Avaí,Atlético-MG,Arena do Jacaré,2,0,MG,SC,MG
21,2011-09-03,18h00,Sábado,Fluminense,Atlético-GO,Fluminense,Engenhão,3,2,RJ,GO,RJ
21,2011-09-03,18h00,Sábado,Figueirense,São Paulo,São Paulo,Orlando Scarpelli,1,2,SC,SP,SP
21,2011-09-04,16h00,Domingo,Palmeiras,Cruzeiro,-,Pacaembu,1,1,SP,MG,-
21,2011-09-04,18h00,Domingo,Ceará,Internacional,-,Presidente Vargas,1,1,CE,RS,-
21,2011-09-04,16h00,Domingo,América-MG,Vasco,América-MG,Arena do Jacaré,4,1,MG,RJ,MG
21,2011-09-04,16h00,Domingo,Flamengo,Bahia,Bahia,Engenhão,1,3,RJ,BA,BA
21,2011-09-04,16h00,Domingo,Coritiba,Corinthians,Coritiba,Couto Pereira,1,0,PR,SP,PR
21,2011-09-04,18h00,Domingo,Grêmio,Athlético-PR,Grêmio,Olímpico Monumental,4,0,RS,PR,RS
22,2011-09-07,21h50,Quarta-feira,Atlético-GO,Figueirense,-,Serra Dourada,1,1,GO,SC,-
22,2011-09-07,21h50,Quarta-feira,Athlético-PR,Palmeiras,-,Arena da Baixada,2,2,PR,SP,-
22,2011-09-07,16h00,Quarta-feira,Botafogo-RJ,Ceará,Botafogo-RJ,Engenhão,4,0,RJ,CE,RJ
22,2011-09-07,21h50,Quarta-feira,Cruzeiro,Fluminense,Fluminense,Parque do Sabiá,1,2,MG,RJ,RJ
22,2011-09-07,16h00,Quarta-feira,Internacional,América-MG,Internacional,Beira Rio,4,2,RS,MG,RS
22,2011-09-07,16h00,Quarta-feira,Avaí,Santos,Santos,Ressacada,1,2,SC,SP,SP
22,2011-09-07,16h00,Quarta-feira,São Paulo,Atlético-MG,São Paulo,Morumbi,2,1,SP,MG,SP
22,2011-09-08,21h50,Quinta-feira,Corinthians,Flamengo,Corinthians,Pacaembu,2,1,SP,RJ,SP
22,2011-09-08,20h30,Quinta-feira,Bahia,Grêmio,Grêmio,Pituaçu,1,2,BH,RS,RS
22,2011-09-08,20h30,Quinta-feira,Vasco,Coritiba,Vasco,São Januário,2,0,RJ,PR,RJ
23,2011-09-10,18h00,Sábado,América-MG,Avaí,-,Arena do Jacaré,2,2,MG,SC,-
23,2011-09-10,18h00,Sábado,Santos,Cruzeiro,Santos,Vila Belmiro,1,0,SP,MG,SP
23,2011-09-11,16h00,Domingo,Ceará,Atlético-GO,-,Presidente Vargas,1,1,CE,GO,-
23,2011-09-11,16h00,Domingo,Figueirense,Vasco,-,Orlando Scarpelli,1,1,SC,RJ,-
23,2011-09-11,18h00,Domingo,Atlético-MG,Bahia,Atlético-MG,Arena do Jacaré,2,0,MG,BA,MG
23,2011-09-11,18h00,Domingo,Flamengo,Athlético-PR,Athlético-PR,Cláudio Moacyr,1,2,RJ,PR,PR
23,2011-09-11,16h00,Domingo,Coritiba,Botafogo-RJ,Coritiba,Couto Pereira,5,0,PR,RJ,PR
23,2011-09-11,16h00,Domingo,Fluminense,Corinthians,Fluminense,Engenhão,1,0,RJ,SP,RJ
23,2011-09-11,18h00,Domingo,Grêmio,São Paulo,Grêmio,Olímpico Monumental,1,0,RS,SP,RS
23,2011-09-11,16h00,Domingo,Palmeiras,Internacional,Internacional,Pacaembu,0,3,SP,RS,RS
24,2011-09-17,18h00,Sábado,Atlético-GO,Atlético-MG,Atlético-GO,Serra Dourada,1,0,GO,MG,GO
24,2011-09-17,18h00,Sábado,São Paulo,Ceará,São Paulo,Morumbi,4,0,SP,CE,SP
24,2011-09-17,18h00,Sábado,Vasco,Grêmio,Vasco,São Januário,4,0,RJ,RS,RJ
24,2011-09-18,18h00,Domingo,Cruzeiro,América-MG,-,Arena do Jacaré,0,0,MG,MG,-
24,2011-09-18,18h00,Domingo,Internacional,Coritiba,-,Beira Rio,1,1,RS,PR,-
24,2011-09-18,16h00,Domingo,Athlético-PR,Figueirense,-,Arena da Baixada,0,0,PR,SC,-
24,2011-09-18,16h00,Domingo,Botafogo-RJ,Flamengo,-,Engenhão,1,1,RJ,RJ,-
24,2011-09-18,16h00,Domingo,Avaí,Palmeiras,-,Ressacada,1,1,SC,SP,-
24,2011-09-18,16h00,Domingo,Bahia,Fluminense,Bahia,Pituaçu,3,0,BH,RJ,BA
24,2011-09-18,16h00,Domingo,Corinthians,Santos,Santos,Pacaembu,1,3,SP,SP,SP
25,2011-09-21,21h50,Quarta-feira,São Paulo,Corinthians,-,Morumbi,0,0,SP,SP,-
25,2011-09-21,21h50,Quarta-feira,Atlético-MG,Flamengo,-,Arena do Jacaré,1,1,MG,RJ,-
25,2011-09-21,21h50,Quarta-feira,Figueirense,Internacional,-,Orlando Scarpelli,1,1,SC,RS,-
25,2011-09-21,20h30,Quarta-feira,Bahia,Athlético-PR,Bahia,Pituaçu,1,0,BH,PR,BA
25,2011-09-21,20h30,Quarta-feira,Coritiba,Cruzeiro,Coritiba,Couto Pereira,2,1,PR,MG,PR
25,2011-09-21,20h30,Quarta-feira,Fluminense,Avaí,Fluminense,Engenhão,3,1,RJ,SC,RJ
25,2011-09-21,20h30,Quarta-feira,América-MG,Santos,Santos,Parque do Sabiá,1,2,MG,SP,SP
25,2011-09-22,20h30,Quinta-feira,Vasco,Atlético-GO,-,São Januário,1,1,RJ,GO,-
25,2011-09-22,20h30,Quinta-feira,Grêmio,Botafogo-RJ,Botafogo-RJ,Olímpico Monumental,0,1,RS,RJ,RJ
25,2011-09-22,20h30,Quinta-feira,Palmeiras,Ceará,Palmeiras,Canindé,1,0,SP,CE,SP
26,2011-09-24,18h00,Sábado,Athlético-PR,Fluminense,-,Arena da Baixada,1,1,PR,RJ,-
26,2011-09-24,18h00,Sábado,Santos,Figueirense,Figueirense,Vila Belmiro,2,3,SP,SC,SC
26,2011-09-24,18h00,Sábado,Flamengo,América-MG,Flamengo,Engenhão,2,1,RJ,MG,RJ
26,2011-09-25,18h00,Domingo,Atlético-GO,Palmeiras,-,Serra Dourada,1,1,GO,SP,-
26,2011-09-25,16h00,Domingo,Botafogo-RJ,São Paulo,-,Engenhão,2,2,RJ,SP,-
26,2011-09-25,18h00,Domingo,Ceará,Coritiba,Ceará,Presidente Vargas,3,2,CE,PR,CE
26,2011-09-25,16h00,Domingo,Corinthians,Bahia,Corinthians,Pacaembu,1,0,SP,BA,SP
26,2011-09-25,16h00,Domingo,Avaí,Grêmio,Grêmio,Ressacada,1,2,SC,RS,RS
26,2011-09-25,16h00,Domingo,Internacional,Atlético-MG,Internacional,Beira Rio,2,1,RS,MG,RS
26,2011-09-25,16h00,Domingo,Cruzeiro,Vasco,Vasco,Arena do Jacaré,0,3,MG,RJ,RJ
27,2011-10-01,18h00,Sábado,Palmeiras,América-MG,-,Canindé,1,1,SP,MG,-
27,2011-10-01,18h00,Sábado,Bahia,Avaí,Bahia,Pituaçu,3,2,BH,SC,BA
27,2011-10-01,18h00,Sábado,Fluminense,Santos,Fluminense,Engenhão,3,2,RJ,SP,RJ
27,2011-10-02,16h00,Domingo,Atlético-MG,Ceará,-,Arena do Jacaré,1,1,MG,CE,-
27,2011-10-02,16h00,Domingo,Vasco,Corinthians,-,São Januário,2,2,RJ,SP,-
27,2011-10-02,16h00,Domingo,Figueirense,Coritiba,-,Orlando Scarpelli,0,0,SC,PR,-
27,2011-10-02,18h00,Domingo,Atlético-GO,Botafogo-RJ,Atlético-GO,Serra Dourada,2,0,GO,RJ,GO
27,2011-10-02,16h00,Domingo,Athlético-PR,Internacional,Athlético-PR,Arena da Baixada,2,0,PR,RS,PR
27,2011-10-02,16h00,Domingo,São Paulo,Flamengo,Flamengo,Morumbi,1,2,SP,RJ,RJ
27,2011-10-02,18h00,Domingo,Grêmio,Cruzeiro,Grêmio,Olímpico Monumental,2,0,RS,MG,RS
28,2011-10-05,18h00,Quarta-feira,Cruzeiro,São Paulo,-,Arena do Jacaré,3,3,MG,SP,-
11,2011-10-05,20h30,Quarta-feira,Grêmio,Santos,Grêmio,Olímpico Monumental,1,0,RS,SP,RS
28,2011-10-08,18h00,Sábado,América-MG,Atlético-MG,-,Arena do Jacaré,0,0,MG,MG,-
28,2011-10-08,18h00,Sábado,Botafogo-RJ,Bahia,-,São Januário,2,2,RJ,BA,-
28,2011-10-08,18h00,Sábado,Coritiba,Grêmio,Coritiba,Couto Pereira,2,0,PR,RS,PR
28,2011-10-09,18h00,Domingo,Ceará,Figueirense,-,Presidente Vargas,1,1,CE,SC,-
28,2011-10-09,18h00,Domingo,Avaí,Athlético-PR,Avaí,Ressacada,3,0,SC,PR,SC
28,2011-10-09,18h00,Domingo,Corinthians,Atlético-GO,Corinthians,Pacaembu,3,0,SP,GO,SP
28,2011-10-09,16h00,Domingo,Flamengo,Fluminense,Flamengo,Engenhão,3,2,RJ,RJ,RJ
28,2011-10-09,16h00,Domingo,Internacional,Vasco,Internacional,Beira Rio,3,0,RS,RJ,RS
28,2011-10-09,16h00,Domingo,Santos,Palmeiras,Santos,Vila Belmiro,1,0,SP,SP,SP
29,2011-10-12,16h00,Quarta-feira,Avaí,Atlético-GO,-,Ressacada,2,2,SC,GO,-
29,2011-10-12,21h50,Quarta-feira,Bahia,Cruzeiro,-,Pituaçu,0,0,BH,MG,-
29,2011-10-12,16h00,Quarta-feira,São Paulo,Internacional,-,Arena Barueri,0,0,SP,RS,-
29,2011-10-12,21h50,Quarta-feira,Flamengo,Palmeiras,-,Engenhão,1,1,RJ,SP,-
29,2011-10-12,16h00,Quarta-feira,América-MG,Ceará,América-MG,Arena do Jacaré,4,1,MG,CE,MG
29,2011-10-12,21h50,Quarta-feira,Corinthians,Botafogo-RJ,Botafogo-RJ,Pacaembu,0,2,SP,RJ,RJ
29,2011-10-12,16h00,Quarta-feira,Grêmio,Figueirense,Figueirense,Olímpico Monumental,1,3,RS,SC,SC
29,2011-10-13,20h30,Quinta-feira,Athlético-PR,Vasco,-,Arena da Baixada,2,2,PR,RJ,-
29,2011-10-13,20h30,Quinta-feira,Atlético-MG,Santos,Atlético-MG,Arena do Jacaré,2,1,MG,SP,MG
29,2011-10-13,20h30,Quinta-feira,Fluminense,Coritiba,Fluminense,Engenhão,3,1,RJ,PR,RJ
30,2011-10-15,18h00,Sábado,Figueirense,América-MG,Figueirense,Orlando Scarpelli,2,1,SC,MG,SC
30,2011-10-15,18h00,Sábado,Ceará,Flamengo,Flamengo,Presidente Vargas,0,1,CE,RJ,RJ
30,2011-10-16,18h00,Domingo,Coritiba,Bahia,-,Couto Pereira,0,0,PR,BA,-
30,2011-10-16,18h00,Domingo,Atlético-GO,São Paulo,Atlético-GO,Serra Dourada,3,0,GO,SP,GO
30,2011-10-16,16h00,Domingo,Botafogo-RJ,Athlético-PR,Botafogo-RJ,Engenhão,2,0,RJ,PR,RJ
30,2011-10-16,16h00,Domingo,Cruzeiro,Corinthians,Corinthians,Arena do Jacaré,0,1,MG,SP,SP
30,2011-10-16,16h00,Domingo,Palmeiras,Fluminense,Fluminense,Canindé,1,2,SP,RJ,RJ
30,2011-10-16,16h00,Domingo,Santos,Grêmio,Grêmio,Vila Belmiro,0,1,SP,RS,RS
30,2011-10-16,16h00,Domingo,Internacional,Avaí,Internacional,Beira Rio,4,2,RS,SC,RS
30,2011-10-16,18h00,Domingo,Vasco,Atlético-MG,Vasco,São Januário,2,0,RJ,MG,RJ
21,2011-10-19,20h30,Quarta-feira,Santos,Botafogo-RJ,Santos,Vila Belmiro,2,0,SP,RJ,SP
31,2011-10-22,18h00,Sábado,América-MG,Grêmio,-,Arena do Jacaré,2,2,MG,RS,-
31,2011-10-22,18h00,Sábado,Fluminense,Atlético-MG,Atlético-MG,Engenhão,0,2,RJ,MG,MG
31,2011-10-22,18h00,Sábado,Avaí,Botafogo-RJ,Avaí,Ressacada,3,2,SC,RJ,SC
31,2011-10-22,18h00,Sábado,Palmeiras,Figueirense,Figueirense,Canindé,1,2,SP,SC,SC
31,2011-10-23,16h00,Domingo,Internacional,Corinthians,-,Beira Rio,1,1,RS,SP,-
31,2011-10-23,16h00,Domingo,São Paulo,Coritiba,-,Morumbi,0,0,SP,PR,-
31,2011-10-23,18h00,Domingo,Flamengo,Santos,-,Engenhão,1,1,RJ,SP,-
31,2011-10-23,16h00,Domingo,Athlético-PR,Ceará,Athlético-PR,Arena da Baixada,1,0,PR,CE,PR
31,2011-10-23,18h00,Domingo,Cruzeiro,Atlético-GO,Cruzeiro,Arena do Jacaré,3,2,MG,GO,MG
31,2011-10-23,16h00,Domingo,Bahia,Vasco,Vasco,Pituaçu,0,2,BH,RJ,RJ
32,2011-10-29,18h00,Sábado,Botafogo-RJ,Cruzeiro,Botafogo-RJ,Engenhão,1,0,RJ,MG,RJ
32,2011-10-29,18h00,Sábado,Ceará,Fluminense,Fluminense,Presidente Vargas,1,2,CE,RJ,RJ
32,2011-10-29,18h00,Sábado,Santos,Athlético-PR,Santos,Pacaembu,4,1,SP,PR,SP
32,2011-10-30,16h00,Domingo,Vasco,São Paulo,-,São Januário,0,0,RJ,SP,-
32,2011-10-30,18h00,Domingo,Atlético-MG,Palmeiras,Atlético-MG,Arena do Jacaré,2,1,MG,SP,MG
32,2011-10-30,16h00,Domingo,Corinthians,Avaí,Corinthians,Pacaembu,2,1,SP,SC,SP
32,2011-10-30,18h00,Domingo,Coritiba,América-MG,Coritiba,Couto Pereira,3,1,PR,MG,PR
32,2011-10-30,16h00,Domingo,Figueirense,Bahia,Figueirense,Orlando Scarpelli,2,1,SC,BA,SC
32,2011-10-30,16h00,Domingo,Grêmio,Flamengo,Grêmio,Olímpico Monumental,4,2,RS,RJ,RS
32,2011-10-30,18h00,Domingo,Atlético-GO,Internacional,Internacional,Serra Dourada,0,1,GO,RS,RS
33,2011-11-05,19h00,Sábado,Atlético-MG,Grêmio,Atlético-MG,Arena do Jacaré,2,0,MG,RS,MG
33,2011-11-05,19h00,Sábado,Bahia,São Paulo,Bahia,Pituaçu,4,3,BH,SP,BA
33,2011-11-05,19h00,Sábado,Botafogo-RJ,Figueirense,Figueirense,Engenhão,0,1,RJ,SC,SC
33,2011-11-06,17h00,Domingo,América-MG,Corinthians,América-MG,Parque do Sabiá,2,1,MG,SP,MG
33,2011-11-06,19h00,Domingo,Athlético-PR,Atlético-GO,Athlético-PR,Arena da Baixada,2,1,PR,GO,PR
33,2011-11-06,17h00,Domingo,Avaí,Ceará,Ceará,Ressacada,1,2,SC,CE,CE
33,2011-11-06,19h00,Domingo,Palmeiras,Coritiba,Coritiba,Arena Barueri,0,2,SP,PR,PR
33,2011-11-06,17h00,Domingo,Flamengo,Cruzeiro,Flamengo,Engenhão,5,1,RJ,MG,RJ
33,2011-11-06,19h00,Domingo,Internacional,Fluminense,Fluminense,Beira Rio,1,2,RS,RJ,RJ
33,2011-11-06,17h00,Domingo,Santos,Vasco,Santos,Vila Belmiro,2,0,SP,RJ,SP
34,2011-11-12,19h00,Sábado,Fluminense,América-MG,América-MG,Engenhão,1,2,RJ,MG,MG
34,2011-11-12,19h00,Sábado,Figueirense,Atlético-MG,Figueirense,Orlando Scarpelli,2,1,SC,MG,SC
34,2011-11-12,19h00,Sábado,São Paulo,Avaí,São Paulo,Morumbi,2,0,SP,SC,SP
34,2011-11-13,17h00,Domingo,Grêmio,Palmeiras,-,Olímpico Monumental,2,2,RS,SP,-
34,2011-11-13,19h00,Domingo,Atlético-GO,Bahia,Bahia,Serra Dourada,0,1,GO,BA,BA
34,2011-11-13,17h00,Domingo,Corinthians,Athlético-PR,Corinthians,Pacaembu,2,1,SP,PR,SP
34,2011-11-13,17h00,Domingo,Coritiba,Flamengo,Coritiba,Couto Pereira,2,0,PR,RJ,PR
34,2011-11-13,19h00,Domingo,Cruzeiro,Internacional,Cruzeiro,Arena do Jacaré,1,0,MG,RS,MG
34,2011-11-13,17h00,Domingo,Ceará,Santos,Santos,Presidente Vargas,2,3,CE,SP,SP
34,2011-11-13,19h00,Domingo,Vasco,Botafogo-RJ,Vasco,Engenhão,2,0,RJ,RJ,RJ
35,2011-11-16,21h50,Quarta-feira,Avaí,Cruzeiro,-,Ressacada,0,0,SC,MG,-
35,2011-11-16,21h50,Quarta-feira,Palmeiras,Vasco,-,Pacaembu,1,1,SP,RJ,-
35,2011-11-16,20h30,Quarta-feira,América-MG,Botafogo-RJ,América-MG,Arena do Jacaré,2,1,MG,RJ,MG
35,2011-11-16,20h30,Quarta-feira,Athlético-PR,São Paulo,Athlético-PR,Arena da Baixada,1,0,PR,SP,PR
35,2011-11-16,21h50,Quarta-feira,Ceará,Corinthians,Corinthians,Presidente Vargas,0,1,CE,SP,SP
35,2011-11-16,20h30,Quarta-feira,Fluminense,Grêmio,Fluminense,Engenhão,5,4,RJ,RS,RJ
35,2011-11-16,20h30,Quarta-feira,Internacional,Bahia,Internacional,Beira Rio,1,0,RS,BA,RS
35,2011-11-17,20h30,Quinta-feira,Santos,Atlético-GO,-,Pacaembu,1,1,SP,GO,-
35,2011-11-17,20h30,Quinta-feira,Flamengo,Figueirense,-,Engenhão,0,0,RJ,SC,-
35,2011-11-17,20h30,Quinta-feira,Atlético-MG,Coritiba,Atlético-MG,Arena do Jacaré,2,1,MG,PR,MG
36,2011-11-19,19h00,Sábado,Grêmio,Ceará,Ceará,Olímpico Monumental,1,3,RS,CE,CE
36,2011-11-19,19h00,Sábado,São Paulo,América-MG,São Paulo,Morumbi,3,1,SP,MG,SP
36,2011-11-19,19h00,Sábado,Vasco,Avaí,Vasco,São Januário,2,0,RJ,SC,RJ
36,2011-11-20,17h00,Domingo,Cruzeiro,Athlético-PR,-,Arena do Jacaré,1,1,MG,PR,-
36,2011-11-20,17h00,Domingo,Atlético-GO,Flamengo,-,Serra Dourada,0,0,GO,RJ,-
36,2011-11-20,17h00,Domingo,Corinthians,Atlético-MG,Corinthians,Pacaembu,2,1,SP,MG,SP
36,2011-11-20,19h00,Domingo,Coritiba,Santos,Coritiba,Couto Pereira,1,0,PR,SP,PR
36,2011-11-20,19h00,Domingo,Figueirense,Fluminense,Fluminense,Orlando Scarpelli,0,4,SC,RJ,RJ
36,2011-11-20,17h00,Domingo,Botafogo-RJ,Internacional,Internacional,Engenhão,1,2,RJ,RS,RS
36,2011-11-20,19h00,Domingo,Bahia,Palmeiras,Palmeiras,Pituaçu,0,2,BH,SP,SP
37,2011-11-27,17h00,Domingo,Grêmio,Atlético-GO,-,Olímpico Monumental,2,2,RS,GO,-
37,2011-11-27,17h00,Domingo,Santos,Bahia,-,Vila Belmiro,1,1,SP,BA,-
37,2011-11-27,17h00,Domingo,Ceará,Cruzeiro,-,Presidente Vargas,2,2,CE,MG,-
37,2011-11-27,17h00,Domingo,América-MG,Athlético-PR,América-MG,Parque do Sabiá,2,1,MG,PR,MG
37,2011-11-27,17h00,Domingo,Atlético-MG,Botafogo-RJ,Atlético-MG,Arena do Jacaré,4,0,MG,RJ,MG
37,2011-11-27,17h00,Domingo,Figueirense,Corinthians,Corinthians,Orlando Scarpelli,0,1,SC,SP,SP
37,2011-11-27,17h00,Domingo,Coritiba,Avaí,Coritiba,Couto Pereira,1,0,PR,SC,PR
37,2011-11-27,17h00,Domingo,Flamengo,Internacional,Flamengo,Cláudio Moacyr,1,0,RJ,RS,RJ
37,2011-11-27,17h00,Domingo,Palmeiras,São Paulo,Palmeiras,Pacaembu,1,0,SP,SP,SP
37,2011-11-27,17h00,Domingo,Fluminense,Vasco,Vasco,Engenhão,1,2,RJ,RJ,RJ
38,2011-12-04,17h00,Domingo,Avaí,Figueirense,-,Ressacada,1,1,SC,SC,-
38,2011-12-04,17h00,Domingo,Vasco,Flamengo,-,Engenhão,1,1,RJ,RJ,-
38,2011-12-04,17h00,Domingo,Botafogo-RJ,Fluminense,-,Raulino de Oliveira,1,1,RJ,RJ,-
38,2011-12-04,17h00,Domingo,CORINTHIANS,PALMEIRAS,-,Pacaembu,0,0,SP,SP,-
38,2011-12-04,17h00,Domingo,Atlético-GO,América-MG,Atlético-GO,Serra Dourada,5,1,GO,MG,GO
38,2011-12-04,17h00,Domingo,Athlético-PR,Coritiba,Athlético-PR,Arena da Baixada,1,0,PR,PR,PR
38,2011-12-04,17h00,Domingo,Bahia,Ceará,Bahia,Pituaçu,2,1,BH,CE,BA
38,2011-12-04,17h00,Domingo,Cruzeiro,Atlético-MG,Cruzeiro,Arena do Jacaré,6,1,MG,MG,MG
38,2011-12-04,17h00,Domingo,Internacional,Grêmio,Internacional,Beira Rio,1,0,RS,RS,RS
38,2011-12-04,17h00,Domingo,São Paulo,Santos,São Paulo,Romildo Ferreira,4,1,SP,SP,SP
1,2012-05-19,18h30,Sábado,Sport,Flamengo,-,Ilha do Retiro,1,1,PE,RJ,-
1,2012-05-19,18h30,Sábado,Palmeiras,Portuguesa,-,Pacaembu,1,1,SP,SP,-
1,2012-05-19,21h00,Sábado,Figueirense,Náutico,Figueirense,Orlando Scarpelli,2,1,SC,PE,SC
1,2012-05-20,18h30,Domingo,Cruzeiro,Atlético-GO,-,Parque do Sabiá,0,0,MG,GO,-
1,2012-05-20,18h30,Domingo,Bahia,Santos,-,Pituaçu,0,0,BH,SP,-
1,2012-05-20,16h00,Domingo,Ponte Preta,Atlético-MG,Atlético-MG,Moisés Lucarelli,0,1,SP,MG,MG
1,2012-05-20,16h00,Domingo,Botafogo-RJ,São Paulo,Botafogo-RJ,Engenhão,4,2,RJ,SP,RJ
1,2012-05-20,16h00,Domingo,Corinthians,Fluminense,Fluminense,Pacaembu,0,1,SP,RJ,RJ
1,2012-05-20,16h00,Domingo,Internacional,Coritiba,Internacional,Beira Rio,2,0,RS,PR,RS
1,2012-05-20,18h30,Domingo,Vasco,Grêmio,Vasco,São Januário,2,1,RJ,RS,RJ
2,2012-05-26,21h00,Sábado,Náutico,Cruzeiro,-,Aflitos,0,0,PE,MG,-
2,2012-05-26,18h30,Sábado,Flamengo,Internacional,-,Engenhão,3,3,RJ,RS,-
2,2012-05-26,18h30,Sábado,Atlético-GO,Ponte Preta,-,Serra Dourada,1,1,GO,SP,-
2,2012-05-26,18h30,Sábado,Portuguesa,Vasco,Vasco,Canindé,0,1,SP,RJ,RJ
2,2012-05-27,16h00,Domingo,Coritiba,Botafogo-RJ,-,Couto Pereira,2,2,PR,RJ,-
2,2012-05-27,18h30,Domingo,Fluminense,Figueirense,-,Engenhão,2,2,RJ,SC,-
2,2012-05-27,16h00,Domingo,Santos,Sport,-,Vila Belmiro,0,0,SP,PE,-
2,2012-05-27,16h00,Domingo,Atlético-MG,Corinthians,Atlético-MG,Independência,1,0,MG,SP,MG
2,2012-05-27,18h30,Domingo,Grêmio,Palmeiras,Grêmio,Olímpico Monumental,1,0,RS,SP,RS
2,2012-05-27,16h00,Domingo,São Paulo,Bahia,São Paulo,Morumbi,1,0,SP,BA,SP
3,2012-06-06,20h30,Quarta-feira,Atlético-MG,Bahia,-,Independência,1,1,MG,BA,-
3,2012-06-06,21h50,Quarta-feira,Ponte Preta,Flamengo,-,Moisés Lucarelli,2,2,SP,RJ,-
3,2012-06-06,21h50,Quarta-feira,Santos,Fluminense,-,Vila Belmiro,1,1,SP,RJ,-
3,2012-06-06,20h30,Quarta-feira,Coritiba,Portuguesa,Coritiba,Couto Pereira,2,0,PR,SP,PR
3,2012-06-06,19h30,Quarta-feira,Atlético-GO,Grêmio,Grêmio,Serra Dourada,0,1,GO,RS,RS
3,2012-06-06,21h50,Quarta-feira,Internacional,São Paulo,Internacional,Beira Rio,1,0,RS,SP,RS
3,2012-06-06,19h30,Quarta-feira,Sport,Palmeiras,Sport,Ilha do Retiro,2,1,PE,SP,PE
3,2012-06-06,20h30,Quarta-feira,Vasco,Náutico,Vasco,São Januário,4,2,RJ,PE,RJ
3,2012-06-07,21h00,Quinta-feira,Corinthians,Figueirense,-,Pacaembu,1,1,SP,SC,-
3,2012-06-07,21h00,Quinta-feira,Botafogo-RJ,Cruzeiro,Cruzeiro,Engenhão,2,3,RJ,MG,MG
4,2012-06-09,21h00,Sábado,Palmeiras,Atlético-MG,Atlético-MG,Pacaembu,0,1,SP,MG,MG
4,2012-06-09,18h30,Sábado,Flamengo,Coritiba,Flamengo,Engenhão,3,1,RJ,PR,RJ
4,2012-06-10,17h00,Domingo,Fluminense,Internacional,-,Engenhão,0,0,RJ,RS,-
4,2012-06-10,18h30,Domingo,Figueirense,Ponte Preta,-,Orlando Scarpelli,0,0,SC,SP,-
4,2012-06-10,18h30,Domingo,Cruzeiro,Sport,Cruzeiro,Melão,1,0,MG,PE,MG
4,2012-06-10,17h00,Domingo,Grêmio,Corinthians,Grêmio,Olímpico Monumental,2,0,RS,SP,RS
4,2012-06-10,18h30,Domingo,Náutico,Botafogo-RJ,Náutico,Aflitos,3,2,PE,RJ,PE
4,2012-06-10,16h00,Domingo,Portuguesa,Atlético-GO,Portuguesa,Canindé,2,0,SP,GO,SP
4,2012-06-10,18h30,Domingo,São Paulo,Santos,São Paulo,Morumbi,1,0,SP,SP,SP
4,2012-06-10,17h00,Domingo,Bahia,Vasco,Vasco,Pituaçu,1,2,BH,RJ,RJ
5,2012-06-16,18h30,Sábado,Internacional,Botafogo-RJ,Botafogo-RJ,Beira Rio,1,2,RS,RJ,RJ
5,2012-06-16,18h30,Sábado,Cruzeiro,Figueirense,Cruzeiro,Independência,1,0,MG,SC,MG
5,2012-06-16,21h00,Sábado,Fluminense,Portuguesa,Fluminense,Engenhão,4,1,RJ,SP,RJ
5,2012-06-17,16h00,Domingo,Palmeiras,Vasco,-,Arena Barueri,1,1,SP,RJ,-
5,2012-06-17,16h00,Domingo,Bahia,Sport,Bahia,Pituaçu,2,1,BH,PE,BA
5,2012-06-17,18h30,Domingo,Coritiba,Atlético-GO,Coritiba,Couto Pereira,3,0,PR,GO,PR
5,2012-06-17,16h00,Domingo,Flamengo,Santos,Flamengo,Engenhão,1,0,RJ,SP,RJ
5,2012-06-17,18h30,Domingo,Náutico,Grêmio,Náutico,Aflitos,1,0,PE,RS,PE
